age,sex,race3,educ,year,pop
39,2,2,2,2001,617849.738541999
0,1,1,1,2002,692603.907487954
0,1,1,2,2002,0
0,1,2,1,2002,956237.092512046
0,1,2,2,2002,0
0,2,1,1,2002,654299.891535496
0,2,1,2,2002,0
0,2,2,1,2002,923249.108464504
0,2,2,2,2002,0
1,1,1,1,2002,784927.069543029
1,1,1,2,2002,0
1,1,2,1,2002,922013.930456971
1,1,2,2,2002,0
1,2,1,1,2002,736145.700574489
1,2,1,2,2002,0
1,2,2,1,2002,901089.299425511
1,2,2,2,2002,0
2,1,1,1,2002,846129.008597209
2,1,1,2,2002,0
2,1,2,1,2002,890948.991402792
2,1,2,2,2002,0
2,2,1,1,2002,785538.930287421
2,2,1,2,2002,0
2,2,2,1,2002,883576.069712579
2,2,2,2,2002,0
3,1,1,1,2002,883998.372885466
3,1,1,2,2002,0
3,1,2,1,2002,892085.627114534
3,1,2,2,2002,0
3,2,1,1,2002,820402.268071994
3,2,1,2,2002,0
3,2,2,1,2002,888491.731928006
3,2,2,2,2002,0
4,1,1,1,2002,906625.252968756
4,1,1,2,2002,0
4,1,2,1,2002,891528.747031244
4,1,2,2,2002,0
4,2,1,1,2002,840545.467498831
4,2,1,2,2002,0
4,2,2,1,2002,893347.532501169
4,2,2,2,2002,0
5,1,1,1,2002,915891.153821289
5,1,1,2,2002,0
5,1,2,1,2002,879100.846178711
5,1,2,2,2002,0
5,2,1,1,2002,857965.332204551
5,2,1,2,2002,0
5,2,2,1,2002,878598.667795449
5,2,2,2,2002,0
6,1,1,1,2002,910865.476839089
6,1,1,2,2002,1151.02065626791
6,1,2,1,2002,863153.24686942
6,1,2,2,2002,974.255635222626
6,2,1,1,2002,857115.197851091
6,2,1,2,2002,1326.26696212567
6,2,2,1,2002,866229.408642411
6,2,2,2,2002,620.126544372788
7,1,1,1,2002,909443.946572366
7,1,1,2,2002,2574.80135477552
7,1,2,1,2002,844322.894987597
7,1,2,2,2002,1692.35708526133
7,2,1,1,2002,857282.323694754
7,2,1,2,2002,2500.57147721388
7,2,2,1,2002,852255.270368865
7,2,2,2,2002,1573.83445916748
8,1,1,1,2002,901085.765526703
8,1,1,2,2002,2128.11655735867
8,1,2,1,2002,831473.63530104
8,1,2,2,2002,1398.48261489806
8,2,1,1,2002,851000.762562227
8,2,1,2,2002,2023.26393279092
8,2,2,1,2002,843164.378807715
8,2,2,2,2002,1475.59469726689
