year,agegroup,sex,race3,educ,deaths,pop,mortality_rate
2011,40-44,1,2,2,85.9422102600699,621532.240673686,0.000138274742058298
2011,40-44,2,1,1,476.612373692601,3095888.3184864,0.000153950118564232
2011,40-44,2,1,2,19.2182408747016,386590.012135774,4.97122022592556e-05
2011,40-44,2,2,1,341.185283599435,2524039.1645235,0.000135174322330234
2011,40-44,2,2,2,31.7381659162265,839272.504854324,3.78162822356911e-05
2011,45-49,1,1,1,1453.3203952286,2760120.33398527,0.000526542403725631
2011,45-49,1,1,2,57.3679103379709,220987.63040197,0.000259597834655363
2011,45-49,1,2,1,1400.76825311469,2300689.29737946,0.00060884720710015
2011,45-49,1,2,2,200.87498849637,598421.738233303,0.000335674618187176
2011,45-49,2,1,1,735.36402125662,2772003.60114183,0.000265282491319171
2011,45-49,2,1,2,23.9655512930974,313105.337082857,7.65414972366167e-05
2011,45-49,2,2,1,608.838214942495,2477021.4113931,0.000245794490165541
2011,45-49,2,2,2,72.0823256591537,775831.650382215,9.29097512632312e-05
2011,50-54,1,1,1,2172.09758277118,2329505.69054047,0.000932428536917299
2011,50-54,1,1,2,93.3120679949432,169497.809492206,0.000550520790059143
2011,50-54,1,2,1,2279.87780116618,2026583.04343365,0.00112498612309682
2011,50-54,1,2,2,312.595143276043,514762.456533667,0.000607260959513271
2011,50-54,2,1,1,1062.74762230993,2423756.29296423,0.00043847132048503
2011,50-54,2,1,2,48.7734416035958,236694.3679025,0.000206060845620487
2011,50-54,2,2,1,1015.72706465093,2248879.60038161,0.000451659157065842
2011,50-54,2,2,2,115.698711999973,624686.738751653,0.000185210770171271
2011,55-59,1,1,1,2594.36735161813,1850105.99301275,0.00140228038902431
2011,55-59,1,1,2,126.177667721378,124701.194191066,0.00101184009134708
2011,55-59,1,2,1,3049.63218193962,1713197.52101791,0.00178008206556804
2011,55-59,1,2,2,505.589856020772,401182.291778272,0.00126024968295511
2011,55-59,2,1,1,1388.68199925458,2003661.92104825,0.0006930720121327
2011,55-59,2,1,2,37.2197578358438,153968.169298262,0.000241736704446637
2011,55-59,2,2,1,1445.83523984365,1970551.43977197,0.000733721135445699
2011,55-59,2,2,2,134.872690283923,462451.469881514,0.000291647230180669
2011,60-64,1,1,1,2969.41456509979,1444875.24542071,0.00205513560738953
